Date,Away,Home,Probability,Prediciton
1/22/2016,Saint Peter's,Iona *,2.40%,Expected
1/22/2016,Toledo,Northern Illinois *,3.20%,Expected
1/22/2016,Valparaiso *,Wright State,0.10%,Expected
1/22/2016,Yale *,Brown,6.70%,Expected
1/23/2016,Abilene Christian,Incarnate Word *,3.20%,Expected
1/23/2016,Alabama A&M *,Alcorn State,0.90%,Expected
1/23/2016,Alabama State,Southern *,21.30%,Expected
1/23/2016,Arizona State *,Stanford,3.00%,Expected
1/23/2016,Arkansas *,Georgia,1.90%,Expected
1/23/2016,Arkansas-Little Rock *,Texas-Arlington,11.10%,Expected
1/23/2016,Arkansas-Pine Bluff,Prairie View *,6.10%,Expected
1/23/2016,Arkansas State,Texas State *,1.90%,Expected
1/23/2016,Auburn,Florida *,0.60%,Expected
1/23/2016,Ball State,Eastern Michigan *,4.90%,Expected
1/23/2016,Bethune-Cookman *,Maryland-Eastern Shore,2.40%,Expected
1/23/2016,Boise State *,Wyoming,2.20%,Expected
1/23/2016,Boston College,Notre Dame *,5.60%,Expected
1/23/2016,Bradley,Wichita State *,28.60%,Expected
1/23/2016,Brigham Young *,Pepperdine,0.80%,Expected
1/23/2016,Bucknell *,Boston University,4.30%,Expected
1/23/2016,Buffalo *,Western Michigan,0.10%,Expected
1/23/2016,Butler,Creighton *,2.20%,Expected
1/23/2016,Cal Poly *,Cal State Fullerton,13.20%,Expected
1/23/2016,Central Arkansas *,Nicholls State,19.40%,Expected
1/23/2016,Citadel,East Tennessee State *,11.20%,Expected
1/23/2016,Coastal Carolina *,Charleston Southern,8.20%,Expected
1/23/2016,Colorado *,Washington State,0.90%,Expected
1/23/2016,Columbia *,Cornell,2.90%,Expected
1/23/2016,Delaware,College of Charleston *,54.00%,Upset
1/23/2016,Detroit Mercy,Milwaukee *,17.80%,Expected
1/23/2016,Drake,Loyola (IL) *,6.40%,Expected
1/23/2016,Duke *,North Carolina State,4.70%,Expected
1/23/2016,Eastern Illinois,Austin Peay *,15.10%,Expected
1/23/2016,Eastern Washington,Montana *,4.90%,Expected
1/23/2016,Florida Atlantic *,Texas-San Antonio,14.00%,Expected
1/23/2016,Florida International *,Texas-El Paso,12.80%,Expected
1/23/2016,Fresno State *,Air Force,1.00%,Expected
1/23/2016,Georgetown,Connecticut *,6.30%,Expected
1/23/2016,Gonzaga *,Pacific,0.70%,Expected
1/23/2016,Grambling,Jackson State *,5.00%,Expected
1/23/2016,Grand Canyon *,Missouri-Kansas City,0.40%,Expected
1/23/2016,Harvard *,Dartmouth,0.40%,Expected
1/23/2016,High Point *,Liberty,0.10%,Expected
1/23/2016,Houston Baptist *,Lamar,7.40%,Expected
1/23/2016,Idaho *,Montana State,0.90%,Expected
1/23/2016,Illinois *,Minnesota,3.00%,Expected
1/23/2016,Iowa State *,Texas Christian,2.30%,Expected
1/23/2016,IUPUI,IPFW *,31.90%,Expected
1/23/2016,Jacksonville *,South Carolina Upstate,6.10%,Expected
1/23/2016,James Madison *,Elon,9.60%,Expected
1/23/2016,Kent State *,Bowling Green State,6.50%,Expected
1/23/2016,Louisiana State *,Alabama,2.60%,Expected
1/23/2016,Louisiana Tech *,Southern Mississippi,1.10%,Expected
1/23/2016,Louisville *,Georgia Tech,0.60%,Expected
1/23/2016,Marshall,Old Dominion *,10.60%,Expected
1/23/2016,Maryland *,Michigan State,1.40%,Expected
1/23/2016,Miami (OH),Akron *,3.50%,Expected
1/23/2016,Michigan *,Nebraska,10.90%,Expected
1/23/2016,Mississippi *,Mississippi State,0.80%,Expected
1/23/2016,Mississippi Valley State,Texas Southern *,8.60%,Expected
1/23/2016,Missouri,Texas A&M *,37.00%,Expected
1/23/2016,Nebraska-Omaha *,Oral Roberts,1.90%,Expected
1/23/2016,Nevada-Las Vegas *,Nevada,2.50%,Expected
1/23/2016,New Mexico *,San Jose State,11.30%,Expected
1/23/2016,New Mexico State,Cal State Bakersfield *,9.30%,Expected
1/23/2016,New Orleans,Texas A&M-Corpus Christi *,3.70%,Expected
1/23/2016,North Dakota *,Southern Utah,2.70%,Expected
1/23/2016,North Dakota State *,Western Illinois,6.80%,Expected
1/23/2016,North Texas,Alabama-Birmingham *,12.00%,Expected
1/23/2016,Northern Colorado *,Northern Arizona,3.30%,Expected
1/23/2016,Northern Iowa *,Illinois State,0.90%,Expected
1/23/2016,Northwestern,Indiana *,0.40%,Expected
1/23/2016,Northwestern State,McNeese State *,5.80%,Expected
1/23/2016,Oakland,Green Bay *,49.20%,Upset
1/23/2016,Ohio *,Central Michigan,0.20%,Expected
1/23/2016,Oklahoma *,Baylor,8.10%,Expected
1/23/2016,Oklahoma State,Kansas State *,0.60%,Expected
1/23/2016,Pittsburgh *,Florida State,2.40%,Expected
1/23/2016,Portland,Saint Mary's (CA) *,26.10%,Expected
1/23/2016,Portland State,Sacramento State *,49.00%,Upset
1/23/2016,Presbyterian,UNC-Asheville *,10.40%,Expected
1/23/2016,Rice,Middle Tennessee *,17.20%,Expected
1/23/2016,Robert Morris *,Bryant,11.70%,Expected
1/23/2016,Saint Francis (PA) *,Central Connecticut State,2.50%,Expected
1/23/2016,Saint Louis,Massachusetts *,37.10%,Expected
1/23/2016,Sam Houston State,Stephen F. Austin *,3.70%,Expected
1/23/2016,San Diego,Loyola Marymount *,11.50%,Expected
1/23/2016,Savannah State,Hampton *,1.60%,Expected
1/23/2016,Seton Hall,Xavier *,4.20%,Expected
1/23/2016,South Alabama,Louisiana-Monroe *,0.20%,Expected
1/23/2016,South Carolina *,Tennessee,0.10%,Expected
1/23/2016,South Carolina State *,Norfolk State,0.60%,Expected
1/23/2016,South Dakota State *,South Dakota,0.80%,Expected
1/23/2016,South Florida,Houston *,92.10%,Upset
1/23/2016,Southern Illinois-Edwardsville,Murray State *,4.00%,Expected
1/23/2016,St. Francis (NY),Long Island University *,42.00%,Upset
1/23/2016,Stetson *,Kennesaw State,5.30%,Expected
1/23/2016,Tennessee Tech *,Eastern Kentucky,4.40%,Expected
1/23/2016,Texas,Kansas *,10.00%,Expected
1/23/2016,Texas-Rio Grande Valley,Seattle *,2.70%,Expected
1/23/2016,Towson *,Northeastern,7.70%,Expected
1/23/2016,Troy,Louisiana-Lafayette *,2.70%,Expected
1/23/2016,UCLA,Oregon *,3.40%,Expected
1/23/2016,Utah State,San Diego State *,2.60%,Expected
1/23/2016,Utah Valley *,Chicago State,1.30%,Expected
1/23/2016,Vanderbilt,Kentucky *,0.50%,Expected
1/23/2016,Wake Forest,Miami (FL) *,26.20%,Expected
1/23/2016,Weber State *,Idaho State,0.10%,Expected
1/23/2016,West Virginia *,Texas Tech,1.10%,Expected
1/23/2016,Western Kentucky *,Charlotte,0.10%,Expected
1/23/2016,Wofford,Furman *,11.80%,Expected
1/24/2016,Binghamton,Massachusetts-Lowell *,33.70%,Expected
1/24/2016,Bryn Athyn,Princeton *,0.10%,Expected
1/24/2016,Central Florida,Tulsa *,1.40%,Expected
1/24/2016,Cleveland State *,Youngstown State,0.90%,Expected
1/24/2016,Dayton *,Fordham,7.30%,Expected
1/24/2016,East Carolina,Memphis *,34.80%,Expected
1/24/2016,Evansville *,Indiana State,0.10%,Expected
1/24/2016,Florida Gulf Coast *,Lipscomb,0.00%,Expected
1/24/2016,Gardner-Webb *,Radford,1.10%,Expected
1/24/2016,Hartford,New Hampshire *,8.50%,Expected
1/24/2016,Holy Cross,Colgate *,3.30%,Expected
1/24/2016,Illinois-Chicago,Wright State *,29.30%,Expected
1/24/2016,Iona *,Fairfield,0.90%,Expected
1/24/2016,Jacksonville State,Morehead State *,33.70%,Expected
1/24/2016,Marist,Monmouth *,53.80%,Upset
1/24/2016,Marquette *,St. John's (NY),1.00%,Expected
1/24/2016,Maryland-Baltimore County,Vermont *,21.50%,Expected
1/24/2016,Mercer *,Western Carolina,0.30%,Expected
1/24/2016,Mount St. Mary's,Fairleigh Dickinson *,32.20%,Expected
1/24/2016,North Carolina *,Virginia Tech,0.70%,Expected
1/24/2016,North Carolina-Wilmington *,Drexel,0.20%,Expected
1/24/2016,North Florida *,NJIT,6.80%,Expected
1/24/2016,Providence,Villanova *,33.40%,Expected
1/24/2016,Purdue,Iowa *,1.20%,Expected
1/24/2016,Quinnipiac,Rider *,0.60%,Expected
1/24/2016,Sacred Heart,Wagner *,84.00%,Upset
1/24/2016,Saint Joseph's *,La Salle,1.50%,Expected
1/24/2016,Samford *,North Carolina-Greensboro,0.40%,Expected
1/24/2016,Siena *,Canisius,18.40%,Expected
1/24/2016,Southern California *,Oregon State,0.10%,Expected
1/24/2016,Southern Illinois *,Missouri State,2.30%,Expected
1/24/2016,Southern Methodist *,Temple,0.00%,Expected
1/24/2016,St. Bonaventure,Virginia Commonwealth *,5.20%,Expected
1/24/2016,Syracuse,Virginia *,6.00%,Expected
1/24/2016,Tennessee-Martin *,Southeast Missouri State,0.10%,Expected
1/24/2016,Tennessee State,Belmont *,2.30%,Expected
1/24/2016,Tulane,Cincinnati *,5.70%,Expected
1/24/2016,Utah *,Washington,4.50%,Expected
1/24/2016,Valparaiso *,Northern Kentucky,3.30%,Expected
1/24/2016,William & Mary *,Hofstra,0.10%,Expected
1/24/2016,Winthrop *,Longwood,4.70%,Expected
1/25/2016,Abilene Christian,Sam Houston State *,1.80%,Expected
1/25/2016,Alabama A&M,Southern *,1.30%,Expected
1/25/2016,Alabama State,Alcorn State *,2.80%,Expected
1/25/2016,Arkansas-Pine Bluff,Texas Southern *,2.70%,Expected
1/25/2016,Central Arkansas,New Orleans *,3.90%,Expected
1/25/2016,Davidson,Richmond *,15.20%,Expected
1/25/2016,Detroit Mercy,Green Bay *,7.10%,Expected
1/25/2016,Duke,Miami (FL) *,1.90%,Expected
1/25/2016,Furman *,Virginia Military Institute,3.30%,Expected
1/25/2016,Georgia Southern *,Appalachian State,4.10%,Expected
1/25/2016,Hillsdale,Houston Baptist *,25.20%,Expected
1/25/2016,Incarnate Word *,McNeese State,0.20%,Expected
1/25/2016,Kansas *,Iowa State,0.60%,Expected
1/25/2016,Lafayette,Bucknell *,14.40%,Expected
1/25/2016,Lamar,Stephen F. Austin *,1.00%,Expected
1/25/2016,Maine,Stony Brook *,24.90%,Expected
1/25/2016,Mississippi Valley State *,Prairie View,4.50%,Expected
1/25/2016,North Carolina A&T *,Delaware State,1.80%,Expected
1/25/2016,Northwestern State *,Nicholls State,11.90%,Expected
1/25/2016,Oakland,Milwaukee *,11.50%,Expected
1/25/2016,Penn State,Ohio State *,1.50%,Expected
1/25/2016,Savannah State,Norfolk State *,1.80%,Expected
1/25/2016,South Carolina State,Hampton *,15.90%,Expected
1/26/2016,Ball State *,Buffalo,0.50%,Expected
1/26/2016,Bethune-Cookman,Howard *,11.80%,Expected
1/26/2016,Bowling Green State *,Western Michigan,2.40%,Expected
1/26/2016,Central Michigan *,Miami (OH),5.80%,Expected
1/26/2016,Creighton *,Georgetown,1.70%,Expected
1/26/2016,Drake,Illinois State *,3.60%,Expected
1/26/2016,Eastern Michigan,Kent State *,1.20%,Expected
1/26/2016,Florida *,Vanderbilt,3.90%,Expected
1/26/2016,Florida State *,Boston College,1.00%,Expected
1/26/2016,Georgia,Louisiana State *,5.70%,Expected
1/26/2016,Indiana *,Wisconsin,0.30%,Expected
1/26/2016,Kansas State,West Virginia *,7.20%,Expected
1/26/2016,La Salle,Duquesne *,2.80%,Expected
1/26/2016,Memphis *,Central Florida,10.40%,Expected
1/26/2016,Mississippi State,South Carolina *,14.00%,Expected
1/26/2016,Northern Illinois *,Akron,1.10%,Expected
1/26/2016,Ohio,Toledo *,18.30%,Expected
1/26/2016,San Diego State *,Nevada,6.40%,Expected
1/26/2016,Siena *,Niagara,0.60%,Expected
1/26/2016,South Alabama,Troy *,13.90%,Expected
1/26/2016,Southeastern Louisiana,Texas A&M-Corpus Christi *,35.40%,Expected
1/26/2016,Tennessee *,Alabama,1.90%,Expected
1/26/2016,Texas Christian,Texas *,2.60%,Expected
1/26/2016,Texas Tech,Oklahoma *,3.00%,Expected
1/26/2016,Virginia *,Wake Forest,0.20%,Expected
1/26/2016,Wyoming,Fresno State *,4.70%,Expected
1/26/2016,Xavier *,Providence,5.60%,Expected
1/27/2016,Air Force,New Mexico *,1.00%,Expected
1/27/2016,American,Navy *,89.40%,Upset
1/27/2016,Auburn,Mississippi *,1.90%,Expected
1/27/2016,Austin Peay,Morehead State *,3.80%,Expected
1/27/2016,Baylor *,Oklahoma State,1.90%,Expected
1/27/2016,Boise State *,Nevada-Las Vegas,0.90%,Expected
1/27/2016,Boston University,Army *,40.30%,Upset
1/27/2016,Charleston Southern,Winthrop *,1.60%,Expected
1/27/2016,Colgate *,Lehigh,0.50%,Expected
1/27/2016,DePaul,Butler *,10.50%,Expected
1/27/2016,Fordham,Rhode Island *,1.30%,Expected
1/27/2016,Georgia Tech,North Carolina State *,11.40%,Expected
1/27/2016,High Point *,Campbell,1.40%,Expected
1/27/2016,Jacksonville,Florida Gulf Coast *,31.90%,Expected
1/27/2016,Kennesaw State,South Carolina Upstate *,12.30%,Expected
1/27/2016,Liberty,Gardner-Webb *,69.40%,Upset
1/27/2016,Lipscomb,NJIT *,40.60%,Upset
1/27/2016,Louisville *,Virginia Tech,0.60%,Expected
1/27/2016,Loyola (IL),Wichita State *,5.20%,Expected
1/27/2016,Loyola (MD),Holy Cross *,50.20%,Upset
1/27/2016,Maine *,Hartford,6.60%,Expected
1/27/2016,Maryland-Baltimore County *,Binghamton,1.20%,Expected
1/27/2016,Massachusetts,Saint Joseph's *,33.90%,Expected
1/27/2016,Massachusetts-Lowell,Albany (NY) *,28.10%,Expected
1/27/2016,Missouri,Kentucky *,1.80%,Expected
1/27/2016,Missouri State,Indiana State *,9.60%,Expected
1/27/2016,Murray State,Eastern Kentucky *,7.80%,Expected
1/27/2016,North Carolina A&T,Coppin State *,3.50%,Expected
1/27/2016,North Carolina Central *,Delaware State,0.10%,Expected
1/27/2016,Northern Iowa *,Bradley,1.50%,Expected
1/27/2016,Pittsburgh *,Clemson,0.30%,Expected
1/27/2016,Purdue *,Minnesota,0.10%,Expected
1/27/2016,Radford *,Longwood,4.30%,Expected
1/27/2016,Rutgers,Michigan *,65.00%,Upset
1/27/2016,Sacred Heart,Long Island University *,3.90%,Expected
1/27/2016,Saint Louis,Dayton *,1.90%,Expected
1/27/2016,San Jose State,Colorado State *,8.00%,Expected
1/27/2016,South Florida,Tulane *,47.30%,Upset
1/27/2016,St. John's (NY),Seton Hall *,16.30%,Expected
1/27/2016,Stanford,Colorado *,3.60%,Expected
1/27/2016,Stetson,Marquette *,3.80%,Expected
1/27/2016,Temple *,East Carolina,1.00%,Expected
1/27/2016,Texas A&M *,Arkansas,0.40%,Expected
1/27/2016,Tulsa *,Houston,0.50%,Expected
1/27/2016,Vermont *,New Hampshire,23.00%,Expected
1/28/2016,Alabama-Birmingham *,Western Kentucky,0.20%,Expected
1/28/2016,Appalachian State *,Troy,7.00%,Expected
1/28/2016,Belmont *,Jacksonville State,1.30%,Expected
1/28/2016,Bryant *,Central Connecticut State,0.30%,Expected
1/28/2016,Cal State Bakersfield,Grand Canyon *,4.10%,Expected
1/28/2016,Charlotte,Florida International *,36.90%,Expected
1/28/2016,Cincinnati *,Connecticut,5.70%,Expected
1/28/2016,Cleveland State,Valparaiso *,23.10%,Expected
1/28/2016,East Tennessee State *,Wofford,0.20%,Expected
1/28/2016,Elon,Hofstra *,23.40%,Expected
1/28/2016,Evansville,Southern Illinois *,12.10%,Expected
1/28/2016,Georgia Southern,Arkansas-Little Rock *,31.00%,Expected
1/28/2016,Georgia State *,Arkansas State,1.40%,Expected
1/28/2016,Iowa *,Maryland,1.30%,Expected
1/28/2016,IPFW *,Oral Roberts,2.40%,Expected
1/28/2016,Loyola Marymount,Brigham Young *,2.10%,Expected
1/28/2016,Michigan State *,Northwestern,30.60%,Expected
1/28/2016,Middle Tennessee *,Marshall,0.20%,Expected
1/28/2016,Monmouth *,Quinnipiac,0.70%,Expected
1/28/2016,Nebraska-Omaha,South Dakota State *,1.80%,Expected
1/28/2016,Niagara,Marist *,6.70%,Expected
1/28/2016,North Carolina-Greensboro *,Citadel,9.70%,Expected
1/28/2016,North Carolina-Wilmington *,James Madison,8.20%,Expected
1/28/2016,Northeastern,College of Charleston *,5.10%,Expected
1/28/2016,Northern Arizona,Weber State *,74.10%,Upset
1/28/2016,Notre Dame *,Syracuse,0.30%,Expected
1/28/2016,Ohio State *,Illinois,2.00%,Expected
1/28/2016,Old Dominion *,Florida Atlantic,3.30%,Expected
1/28/2016,Oregon,Arizona *,27.60%,Expected
1/28/2016,Oregon State *,Arizona State,0.40%,Expected
1/28/2016,Pepperdine *,San Diego,1.00%,Expected
1/28/2016,Portland State,Eastern Washington *,0.20%,Expected
1/28/2016,Richmond,George Washington *,37.30%,Expected
1/28/2016,Rider,Saint Peter's *,87.80%,Upset
1/28/2016,Robert Morris,Mount St. Mary's *,1.40%,Expected
1/28/2016,Sacramento State,Idaho *,17.30%,Expected
1/28/2016,Saint Francis (PA),Fairleigh Dickinson *,3.40%,Expected
1/28/2016,San Francisco *,Portland,17.10%,Expected
1/28/2016,Santa Clara,Gonzaga *,22.00%,Expected
1/28/2016,Seattle,Utah Valley *,34.70%,Expected
1/28/2016,South Dakota,Denver *,0.80%,Expected
1/28/2016,Southeast Missouri State,Southern Illinois-Edwardsville *,14.30%,Expected
1/28/2016,Southern Utah,Idaho State *,1.60%,Expected
1/28/2016,St. Francis (NY),Wagner *,15.50%,Expected
1/28/2016,Tennessee-Martin *,Eastern Illinois,0.60%,Expected
1/28/2016,Tennessee State *,Tennessee Tech,2.90%,Expected
1/28/2016,Texas-Arlington *,Louisiana-Monroe,0.10%,Expected
1/28/2016,Texas-El Paso *,Southern Mississippi,0.20%,Expected
1/28/2016,Texas-San Antonio,Louisiana Tech *,57.20%,Upset
1/28/2016,Texas State,Louisiana-Lafayette *,0.40%,Expected
1/28/2016,Towson *,Drexel,0.70%,Expected
1/28/2016,Virginia Military Institute,Mercer *,12.70%,Expected
1/28/2016,Washington *,UCLA,5.00%,Expected
1/28/2016,Washington State,Southern California *,16.10%,Expected
1/28/2016,Western Carolina,Furman *,13.70%,Expected
1/28/2016,William & Mary *,Delaware,1.00%,Expected
1/28/2016,Youngstown State *,Illinois-Chicago,1.60%,Expected
1/29/2016,Canisius,Fairfield *,3.40%,Expected
1/29/2016,Columbia *,Dartmouth,12.30%,Expected
1/29/2016,Cornell,Harvard *,57.60%,Upset
1/29/2016,Green Bay,Milwaukee *,6.00%,Expected
1/29/2016,Kent State *,Ohio,0.50%,Expected
1/29/2016,Manhattan,Iona *,3.20%,Expected
1/29/2016,Northern Kentucky,Detroit Mercy *,19.70%,Expected
1/29/2016,Pennsylvania,Yale *,6.80%,Expected
1/29/2016,Princeton *,Brown,4.10%,Expected
1/29/2016,Virginia Commonwealth *,Davidson,3.80%,Expected
1/29/2016,Western Illinois,IUPUI *,4.50%,Expected
1/29/2016,Wright State,Oakland *,0.30%,Expected
1/30/2016,Air Force *,San Jose State,0.30%,Expected
1/30/2016,Akron *,Ball State,5.00%,Expected
1/30/2016,Alabama,South Carolina *,7.40%,Expected
1/30/2016,Alabama-Birmingham *,Marshall,1.70%,Expected
1/30/2016,Albany (NY) *,Hartford,2.00%,Expected
1/30/2016,Alcorn State,Southern *,10.20%,Expected
1/30/2016,American,Colgate *,66.10%,Upset
1/30/2016,Appalachian State *,South Alabama,1.00%,Expected
1/30/2016,Army *,Bucknell,0.10%,Expected
1/30/2016,Austin Peay *,Southeast Missouri State,2.00%,Expected
1/30/2016,Belmont *,Tennessee Tech,0.60%,Expected
1/30/2016,Binghamton,Maine *,2.20%,Expected
1/30/2016,Boston College,North Carolina *,24.50%,Expected
1/30/2016,Bowling Green State,Central Michigan *,0.90%,Expected
1/30/2016,Bradley,Drake *,11.30%,Expected
1/30/2016,Bryant,Sacred Heart *,10.50%,Expected
1/30/2016,Buffalo,Toledo *,16.00%,Expected
1/30/2016,Butler *,Marquette,0.80%,Expected
1/30/2016,Cal State Bakersfield *,Utah Valley,0.80%,Expected
1/30/2016,Campbell,Coastal Carolina *,2.10%,Expected
1/30/2016,Charlotte *,Florida Atlantic,1.40%,Expected
1/30/2016,Chattanooga *,Samford,1.40%,Expected
1/30/2016,Chicago State,Missouri-Kansas City *,3.70%,Expected
1/30/2016,Clemson *,Florida State,1.20%,Expected
1/30/2016,Cleveland State *,Illinois-Chicago,1.00%,Expected
1/30/2016,College of Charleston,North Carolina-Wilmington *,4.30%,Expected
1/30/2016,Colorado State *,Wyoming,0.80%,Expected
1/30/2016,Columbia *,Harvard,1.40%,Expected
1/30/2016,Cornell,Dartmouth *,11.90%,Expected
1/30/2016,Delaware,Towson *,48.90%,Upset
1/30/2016,Duquesne *,Saint Louis,2.00%,Expected
1/30/2016,East Tennessee State,Furman *,3.60%,Expected
1/30/2016,Eastern Illinois *,Southern Illinois-Edwardsville,7.40%,Expected
1/30/2016,Eastern Michigan *,Western Michigan,0.90%,Expected
1/30/2016,Elon,Northeastern *,11.10%,Expected
1/30/2016,Fairleigh Dickinson *,Long Island University,5.60%,Expected
1/30/2016,Florida A&M,Bethune-Cookman *,0.20%,Expected
1/30/2016,Florida Gulf Coast,North Florida *,8.80%,Expected
1/30/2016,Fordham *,Massachusetts,3.40%,Expected
1/30/2016,Gardner-Webb *,Charleston Southern,8.00%,Expected
1/30/2016,Georgia,Baylor *,7.90%,Expected
1/30/2016,Georgia Southern,Arkansas State *,21.40%,Expected
1/30/2016,Georgia State,Arkansas-Little Rock *,17.20%,Expected
1/30/2016,Georgia Tech,Syracuse *,4.80%,Expected
1/30/2016,Grambling *,Arkansas-Pine Bluff,0.60%,Expected
1/30/2016,Hofstra *,Drexel,0.20%,Expected
1/30/2016,Houston *,East Carolina,1.40%,Expected
1/30/2016,Howard *,Morgan State,0.00%,Expected
1/30/2016,Illinois State *,Missouri State,1.40%,Expected
1/30/2016,Indiana State *,Loyola (IL),0.40%,Expected
1/30/2016,Iowa State,Texas A&M *,2.10%,Expected
1/30/2016,Jackson State *,Mississippi Valley State,1.60%,Expected
1/30/2016,Kentucky,Kansas *,3.30%,Expected
1/30/2016,La Salle,Dayton *,45.90%,Upset
1/30/2016,Lafayette,Loyola (MD) *,3.60%,Expected
1/30/2016,Lamar *,Abilene Christian,1.20%,Expected
1/30/2016,Liberty,Presbyterian *,9.00%,Expected
1/30/2016,Long Beach State,Hawaii *,79.70%,Upset
1/30/2016,Longwood,UNC-Asheville *,9.80%,Expected
1/30/2016,Loyola Marymount *,San Diego,0.40%,Expected
1/30/2016,Marist,Siena *,44.90%,Upset
1/30/2016,Maryland-Eastern Shore,Coppin State *,6.40%,Expected
1/30/2016,McNeese State,New Orleans *,3.70%,Expected
1/30/2016,Memphis,Southern Methodist *,8.40%,Expected
1/30/2016,Miami (FL) *,North Carolina State,0.10%,Expected
1/30/2016,Michigan *,Penn State,1.30%,Expected
1/30/2016,Middle Tennessee *,Western Kentucky,2.00%,Expected
1/30/2016,Minnesota,Indiana *,77.50%,Upset
1/30/2016,Mississippi *,Kansas State,2.80%,Expected
1/30/2016,Mississippi State *,Missouri,10.30%,Expected
1/30/2016,Montana *,Montana State,2.60%,Expected
1/30/2016,Morehead State *,Eastern Kentucky,2.50%,Expected
1/30/2016,Murray State *,Tennessee-Martin,2.80%,Expected
1/30/2016,Navy *,Holy Cross,0.10%,Expected
1/30/2016,Nebraska,Purdue *,6.70%,Expected
1/30/2016,Nevada *,Utah State,2.80%,Expected
1/30/2016,New Hampshire *,Maryland-Baltimore County,1.10%,Expected
1/30/2016,New Mexico,Boise State *,15.20%,Expected
