,Date,Away,Home,Probability,Prediciton
3154,1/18/2016,Alcorn State,Arkansas-Pine Bluff,3.70%,Expected
3155,1/18/2016,Arkansas-Little Rock,Arkansas State,0.20%,Expected
3156,1/18/2016,Binghamton,Albany (NY),26.60%,Expected
3157,1/18/2016,Coppin State,Florida A&M,11.60%,Expected
3158,1/18/2016,Delaware State,Savannah State,2.00%,Expected
3159,1/18/2016,Detroit Mercy,Wright State,8.70%,Expected
3160,1/18/2016,Hampton,North Carolina Central,3.00%,Expected
3161,1/18/2016,Illinois-Chicago,Cleveland State,2.20%,Expected
3162,1/18/2016,Lamar,Southeastern Louisiana,0.00%,Expected
3163,1/18/2016,Loyola (MD),Boston University,20.90%,Expected
3164,1/18/2016,Maryland-Eastern Shore,South Carolina State,15.30%,Expected
3165,1/18/2016,Massachusetts-Lowell,Vermont,72.10%,Upset
3166,1/18/2016,Morgan State,Bethune-Cookman,3.00%,Expected
3167,1/18/2016,New Hampshire,Maine,3.80%,Expected
3168,1/18/2016,Nicholls State,Sam Houston State,24.00%,Expected
3169,1/18/2016,Norfolk State,North Carolina A&T,3.30%,Expected
3170,1/18/2016,Oklahoma,Iowa State,0.70%,Expected
3171,1/18/2016,Prairie View,Jackson State,59.20%,Upset
3172,1/18/2016,Purdue,Rutgers,17.40%,Expected
3173,1/18/2016,Siena,Monmouth,2.00%,Expected
3174,1/18/2016,Southern,Mississippi Valley State,1.30%,Expected
3175,1/18/2016,Stephen F. Austin,New Orleans,12.40%,Expected
3176,1/18/2016,Stony Brook,Hartford,1.70%,Expected
3177,1/18/2016,Syracuse,Duke,23.40%,Expected
3178,1/18/2016,Texas Southern,Grambling,18.30%,Expected
3179,1/18/2016,Texas Tech,Texas Christian,4.70%,Expected
3180,1/18/2016,Valparaiso,Youngstown State,3.20%,Expected
3181,1/19/2016,Alabama,Auburn,1.20%,Expected
3182,1/19/2016,Buffalo,Miami (OH),9.10%,Expected
3183,1/19/2016,Butler,Providence,3.00%,Expected
3184,1/19/2016,Central Michigan,Northern Illinois,18.10%,Expected
3185,1/19/2016,Clemson,Virginia,6.50%,Expected
3186,1/19/2016,Dayton,St. Bonaventure,8.00%,Expected
3187,1/19/2016,Eastern Michigan,Akron,6.80%,Expected
3188,1/19/2016,Fresno State,San Diego State,3.00%,Expected
3189,1/19/2016,Georgetown,Xavier,63.00%,Upset
3190,1/19/2016,Georgia Southern,Georgia State,15.70%,Expected
3191,1/19/2016,Green Bay,Chicago State,10.00%,Expected
3192,1/19/2016,Hannibal-LaGrange,Southeast Missouri State,0.30%,Expected
3193,1/19/2016,Houston,Southern Methodist,22.50%,Expected
3194,1/19/2016,Houston Baptist,Central Arkansas,0.80%,Expected
3195,1/19/2016,Illinois,Indiana,1.80%,Expected
3196,1/19/2016,Kansas,Oklahoma State,0.00%,Expected
3197,1/19/2016,Kent State,Ball State,19.70%,Expected
3198,1/19/2016,Longwood,Liberty,1.20%,Expected
3199,1/19/2016,Louisiana State,Texas A&M,5.10%,Expected
3200,1/19/2016,Loyola (IL),Evansville,25.30%,Expected
3201,1/19/2016,McNeese State,Abilene Christian,7.50%,Expected
3202,1/19/2016,Mississippi State,Florida,18.70%,Expected
3203,1/19/2016,Nevada-Las Vegas,Utah State,7.80%,Expected
3204,1/19/2016,North Carolina State,Pittsburgh,83.50%,Upset
3205,1/19/2016,Northern Kentucky,Oakland,86.00%,Upset
3206,1/19/2016,Northwestern,Maryland,9.70%,Expected
3207,1/19/2016,Saint Peter's,Fairfield,6.10%,Expected
3208,1/19/2016,South Carolina,Mississippi,1.60%,Expected
3209,1/19/2016,Tennessee Wesleyan,Wofford,2.20%,Expected
3210,1/19/2016,Texas A&M-Corpus Christi,Northwestern State,0.40%,Expected
3211,1/19/2016,Toledo,Bowling Green State,11.00%,Expected
3212,1/19/2016,Tulane,Connecticut,8.10%,Expected
3213,1/19/2016,Tulsa,East Carolina,7.30%,Expected
3214,1/19/2016,Western Michigan,Ohio,0.90%,Expected
3215,1/20/2016,American,Lafayette,44.90%,Upset
3216,1/20/2016,Army,Holy Cross,0.20%,Expected
3217,1/20/2016,Boston University,Colgate,2.30%,Expected
3218,1/20/2016,Bucknell,Loyola (MD),1.80%,Expected
3219,1/20/2016,Campbell,Radford,3.30%,Expected
3220,1/20/2016,Central Florida,South Florida,0.90%,Expected
3221,1/20/2016,Charleston Southern,Presbyterian,3.80%,Expected
3222,1/20/2016,Colorado,Washington,0.30%,Expected
3223,1/20/2016,Colorado State,Air Force,3.30%,Expected
3224,1/20/2016,Davidson,Saint Louis,0.10%,Expected
3225,1/20/2016,DePaul,Marquette,23.40%,Expected
3226,1/20/2016,Duquesne,Virginia Commonwealth,1.40%,Expected
3227,1/20/2016,Florida State,Louisville,3.80%,Expected
3228,1/20/2016,George Mason,Fordham,5.10%,Expected
3229,1/20/2016,Georgia,Missouri,2.40%,Expected
3230,1/20/2016,Illinois State,Bradley,0.40%,Expected
3231,1/20/2016,Indiana State,Southern Illinois,3.20%,Expected
3232,1/20/2016,Kansas State,Baylor,9.40%,Expected
3233,1/20/2016,Miami (FL),Boston College,0.40%,Expected
3234,1/20/2016,Minnesota,Michigan,56.10%,Upset
3235,1/20/2016,Missouri State,Drake,13.00%,Expected
3236,1/20/2016,Navy,Lehigh,1.40%,Expected
3237,1/20/2016,Nebraska,Michigan State,30.20%,Expected
3238,1/20/2016,Nevada,Wyoming,3.70%,Expected
3239,1/20/2016,Saint Joseph's,Pennsylvania,3.70%,Expected
3240,1/20/2016,San Jose State,Boise State,2.60%,Expected
3241,1/20/2016,Temple,La Salle,4.60%,Expected
3242,1/20/2016,Texas,West Virginia,68.60%,Upset
3243,1/20/2016,UCLA,Oregon State,19.80%,Expected
3244,1/20/2016,Vanderbilt,Tennessee,7.70%,Expected
3245,1/20/2016,Villanova,Seton Hall,1.80%,Expected
3246,1/20/2016,Virginia Tech,Notre Dame,11.90%,Expected
3247,1/20/2016,Wake Forest,North Carolina,26.70%,Expected
3248,1/20/2016,Western Illinois,South Dakota,1.10%,Expected
3249,1/20/2016,Wichita State,Northern Iowa,7.40%,Expected
3250,1/20/2016,Winthrop,Gardner-Webb,21.40%,Expected
3251,1/21/2016,Arizona,Stanford,3.20%,Expected
3252,1/21/2016,Arkansas-Little Rock,Texas State,0.80%,Expected
3253,1/21/2016,Arkansas State,Texas-Arlington,1.90%,Expected
3254,1/21/2016,Belmont,Tennessee-Martin,6.20%,Expected
3255,1/21/2016,Brigham Young,Loyola Marymount,2.70%,Expected
3256,1/21/2016,Cal Poly,Cal State Northridge,1.50%,Expected
3257,1/21/2016,Chattanooga,North Carolina-Greensboro,1.10%,Expected
3258,1/21/2016,Citadel,Western Carolina,10.20%,Expected
3259,1/21/2016,College of Charleston,Towson,7.70%,Expected
3260,1/21/2016,Delaware,North Carolina-Wilmington,51.30%,Upset
3261,1/21/2016,Drexel,James Madison,7.90%,Expected
3262,1/21/2016,Eastern Illinois,Murray State,3.10%,Expected
3263,1/21/2016,Eastern Washington,Montana State,0.20%,Expected
3264,1/21/2016,Elon,William & Mary,1.10%,Expected
3265,1/21/2016,Florida Atlantic,Texas-El Paso,5.40%,Expected
3266,1/21/2016,Florida Gulf Coast,Kennesaw State,0.40%,Expected
3267,1/21/2016,Florida International,Texas-San Antonio,2.70%,Expected
3268,1/21/2016,Georgia State,Appalachian State,0.20%,Expected
3269,1/21/2016,Gonzaga,Saint Mary's (CA),9.40%,Expected
3270,1/21/2016,Grand Canyon,Chicago State,1.30%,Expected
3271,1/21/2016,Hartford,Maryland-Baltimore County,31.20%,Expected
3272,1/21/2016,Hofstra,Northeastern,4.00%,Expected
3273,1/21/2016,Idaho,Montana,17.00%,Expected
3274,1/21/2016,Iowa,Rutgers,0.10%,Expected
3275,1/21/2016,Jacksonville,NJIT,0.50%,Expected
3276,1/21/2016,Jacksonville State,Eastern Kentucky,7.70%,Expected
3277,1/21/2016,Kentucky,Arkansas,18.70%,Expected
3278,1/21/2016,Long Island University,Fairleigh Dickinson,2.60%,Expected
3279,1/21/2016,Marshall,Charlotte,0.20%,Expected
3280,1/21/2016,Memphis,Cincinnati,5.50%,Expected
3281,1/21/2016,Mercer,East Tennessee State,1.90%,Expected
3282,1/21/2016,Monmouth,Manhattan,0.10%,Expected
3283,1/21/2016,Mount St. Mary's,Sacred Heart,0.40%,Expected
3284,1/21/2016,Nebraska-Omaha,Denver,5.60%,Expected
3285,1/21/2016,New Hampshire,Massachusetts-Lowell,1.80%,Expected
3286,1/21/2016,New Mexico State,Seattle,1.10%,Expected
3287,1/21/2016,North Dakota,Northern Arizona,64.50%,Upset
3288,1/21/2016,North Dakota State,IPFW,3.00%,Expected
3289,1/21/2016,North Florida,South Carolina Upstate,3.00%,Expected
3290,1/21/2016,North Texas,Middle Tennessee,3.40%,Expected
3291,1/21/2016,Northern Colorado,Southern Utah,16.50%,Expected
3292,1/21/2016,Ohio State,Purdue,10.20%,Expected
3293,1/21/2016,Portland,Pacific,0.60%,Expected
3294,1/21/2016,Rice,Alabama-Birmingham,39.40%,Expected
3295,1/21/2016,Rider,Siena,6.70%,Expected
3296,1/21/2016,Robert Morris,Central Connecticut State,8.10%,Expected
3297,1/21/2016,Saint Francis (PA),Bryant,4.60%,Expected
3298,1/21/2016,Samford,Virginia Military Institute,0.20%,Expected
3299,1/21/2016,San Diego,Pepperdine,6.60%,Expected
3300,1/21/2016,San Francisco,Santa Clara,17.30%,Expected
3301,1/21/2016,South Alabama,Louisiana-Lafayette,10.20%,Expected
3302,1/21/2016,South Dakota State,Oral Roberts,4.40%,Expected
3303,1/21/2016,Southern California,Oregon,1.00%,Expected
3304,1/21/2016,Southern Illinois-Edwardsville,Austin Peay,16.20%,Expected
3305,1/21/2016,Stetson,Lipscomb,1.40%,Expected
3306,1/21/2016,Tennessee Tech,Morehead State,1.50%,Expected
3307,1/21/2016,Texas-Rio Grande Valley,Cal State Bakersfield,21.20%,Expected
3308,1/21/2016,Troy,Louisiana-Monroe,2.00%,Expected
3309,1/21/2016,Utah,Washington State,16.70%,Expected
3310,1/21/2016,Utah Valley,Missouri-Kansas City,18.00%,Expected
3311,1/21/2016,Vermont,Binghamton,0.90%,Expected
3312,1/21/2016,Wagner,St. Francis (NY),17.50%,Expected
3313,1/21/2016,Western Kentucky,Old Dominion,3.40%,Expected
3314,1/21/2016,Wisconsin,Penn State,6.30%,Expected
3315,1/22/2016,Albany (NY),Stony Brook,9.50%,Expected
3316,1/22/2016,Canisius,Niagara,3.10%,Expected
3317,1/22/2016,Duquesne,George Mason,4.80%,Expected
3318,1/22/2016,Fairfield,Marist,4.30%,Expected
3319,1/22/2016,Illinois-Chicago,Northern Kentucky,8.60%,Expected
3320,1/22/2016,Rhode Island,George Washington,7.20%,Expected
3321,1/22/2016,Saint Peter's,Iona,2.40%,Expected
3322,1/22/2016,Toledo,Northern Illinois,3.20%,Expected
3323,1/22/2016,Valparaiso,Wright State,0.10%,Expected
3324,1/22/2016,Yale,Brown,6.70%,Expected
3325,1/23/2016,Abilene Christian,Incarnate Word,3.20%,Expected
3326,1/23/2016,Alabama A&M,Alcorn State,0.90%,Expected
3327,1/23/2016,Alabama State,Southern,21.30%,Expected
3328,1/23/2016,Arizona State,Stanford,3.00%,Expected
3329,1/23/2016,Arkansas,Georgia,1.90%,Expected
3330,1/23/2016,Arkansas-Little Rock,Texas-Arlington,11.10%,Expected
3331,1/23/2016,Arkansas-Pine Bluff,Prairie View,6.10%,Expected
3332,1/23/2016,Arkansas State,Texas State,1.90%,Expected
3333,1/23/2016,Auburn,Florida,0.60%,Expected
3334,1/23/2016,Ball State,Eastern Michigan,4.90%,Expected
3335,1/23/2016,Bethune-Cookman,Maryland-Eastern Shore,2.40%,Expected
3336,1/23/2016,Boise State,Wyoming,2.20%,Expected
3337,1/23/2016,Boston College,Notre Dame,5.60%,Expected
3338,1/23/2016,Bradley,Wichita State,28.60%,Expected
3339,1/23/2016,Brigham Young,Pepperdine,0.80%,Expected
3340,1/23/2016,Bucknell,Boston University,4.30%,Expected
3341,1/23/2016,Buffalo,Western Michigan,0.10%,Expected
3342,1/23/2016,Butler,Creighton,2.20%,Expected
3343,1/23/2016,Cal Poly,Cal State Fullerton,13.20%,Expected
3344,1/23/2016,Central Arkansas,Nicholls State,19.40%,Expected
3345,1/23/2016,Citadel,East Tennessee State,11.20%,Expected
3346,1/23/2016,Coastal Carolina,Charleston Southern,8.20%,Expected
3347,1/23/2016,Colorado,Washington State,0.90%,Expected
3348,1/23/2016,Columbia,Cornell,2.90%,Expected
3349,1/23/2016,Delaware,College of Charleston,54.00%,Upset
3350,1/23/2016,Detroit Mercy,Milwaukee,17.80%,Expected
3351,1/23/2016,Drake,Loyola (IL),6.40%,Expected
3352,1/23/2016,Duke,North Carolina State,4.70%,Expected
3353,1/23/2016,Eastern Illinois,Austin Peay,15.10%,Expected
3354,1/23/2016,Eastern Washington,Montana,4.90%,Expected
3355,1/23/2016,Florida Atlantic,Texas-San Antonio,14.00%,Expected
3356,1/23/2016,Florida International,Texas-El Paso,12.80%,Expected
3357,1/23/2016,Fresno State,Air Force,1.00%,Expected
3358,1/23/2016,Georgetown,Connecticut,6.30%,Expected
3359,1/23/2016,Gonzaga,Pacific,0.70%,Expected
3360,1/23/2016,Grambling,Jackson State,5.00%,Expected
3361,1/23/2016,Grand Canyon,Missouri-Kansas City,0.40%,Expected
3362,1/23/2016,Harvard,Dartmouth,0.40%,Expected
3363,1/23/2016,High Point,Liberty,0.10%,Expected
3364,1/23/2016,Houston Baptist,Lamar,7.40%,Expected
3365,1/23/2016,Idaho,Montana State,0.90%,Expected
3366,1/23/2016,Illinois,Minnesota,3.00%,Expected
3367,1/23/2016,Iowa State,Texas Christian,2.30%,Expected
3368,1/23/2016,IUPUI,IPFW,31.90%,Expected
3369,1/23/2016,Jacksonville,South Carolina Upstate,6.10%,Expected
3370,1/23/2016,James Madison,Elon,9.60%,Expected
3371,1/23/2016,Kent State,Bowling Green State,6.50%,Expected
3372,1/23/2016,Louisiana State,Alabama,2.60%,Expected
3373,1/23/2016,Louisiana Tech,Southern Mississippi,1.10%,Expected
3374,1/23/2016,Louisville,Georgia Tech,0.60%,Expected
3375,1/23/2016,Marshall,Old Dominion,10.60%,Expected
3376,1/23/2016,Maryland,Michigan State,1.40%,Expected
3377,1/23/2016,Miami (OH),Akron,3.50%,Expected
3378,1/23/2016,Michigan,Nebraska,10.90%,Expected
3379,1/23/2016,Mississippi,Mississippi State,0.80%,Expected
3380,1/23/2016,Mississippi Valley State,Texas Southern,8.60%,Expected
3381,1/23/2016,Missouri,Texas A&M,37.00%,Expected
3382,1/23/2016,Nebraska-Omaha,Oral Roberts,1.90%,Expected
3383,1/23/2016,Nevada-Las Vegas,Nevada,2.50%,Expected
3384,1/23/2016,New Mexico,San Jose State,11.30%,Expected
3385,1/23/2016,New Mexico State,Cal State Bakersfield,9.30%,Expected
3386,1/23/2016,New Orleans,Texas A&M-Corpus Christi,3.70%,Expected
3387,1/23/2016,North Dakota,Southern Utah,2.70%,Expected
3388,1/23/2016,North Dakota State,Western Illinois,6.80%,Expected
3389,1/23/2016,North Texas,Alabama-Birmingham,12.00%,Expected
3390,1/23/2016,Northern Colorado,Northern Arizona,3.30%,Expected
3391,1/23/2016,Northern Iowa,Illinois State,0.90%,Expected
3392,1/23/2016,Northwestern,Indiana,0.40%,Expected
3393,1/23/2016,Northwestern State,McNeese State,5.80%,Expected
3394,1/23/2016,Oakland,Green Bay,49.20%,Upset
3395,1/23/2016,Ohio,Central Michigan,0.20%,Expected
3396,1/23/2016,Oklahoma,Baylor,8.10%,Expected
3397,1/23/2016,Oklahoma State,Kansas State,0.60%,Expected
3398,1/23/2016,Pittsburgh,Florida State,2.40%,Expected
3399,1/23/2016,Portland,Saint Mary's (CA),26.10%,Expected
3400,1/23/2016,Portland State,Sacramento State,49.00%,Upset
3401,1/23/2016,Presbyterian,UNC-Asheville,10.40%,Expected
3402,1/23/2016,Rice,Middle Tennessee,17.20%,Expected
3403,1/23/2016,Robert Morris,Bryant,11.70%,Expected
3404,1/23/2016,Saint Francis (PA),Central Connecticut State,2.50%,Expected
3405,1/23/2016,Saint Louis,Massachusetts,37.10%,Expected
3406,1/23/2016,Sam Houston State,Stephen F. Austin,3.70%,Expected
3407,1/23/2016,San Diego,Loyola Marymount,11.50%,Expected
3408,1/23/2016,Savannah State,Hampton,1.60%,Expected
3409,1/23/2016,Seton Hall,Xavier,4.20%,Expected
3410,1/23/2016,South Alabama,Louisiana-Monroe,0.20%,Expected
3411,1/23/2016,South Carolina,Tennessee,0.10%,Expected
3412,1/23/2016,South Carolina State,Norfolk State,0.60%,Expected
3413,1/23/2016,South Dakota State,South Dakota,0.80%,Expected
3414,1/23/2016,South Florida,Houston,92.10%,Upset
3415,1/23/2016,Southern Illinois-Edwardsville,Murray State,4.00%,Expected
3416,1/23/2016,St. Francis (NY),Long Island University,42.00%,Upset
3417,1/23/2016,Stetson,Kennesaw State,5.30%,Expected
3418,1/23/2016,Tennessee Tech,Eastern Kentucky,4.40%,Expected
3419,1/23/2016,Texas,Kansas,10.00%,Expected
3420,1/23/2016,Texas-Rio Grande Valley,Seattle,2.70%,Expected
3421,1/23/2016,Towson,Northeastern,7.70%,Expected
3422,1/23/2016,Troy,Louisiana-Lafayette,2.70%,Expected
3423,1/23/2016,UCLA,Oregon,3.40%,Expected
3424,1/23/2016,Utah State,San Diego State,2.60%,Expected
3425,1/23/2016,Utah Valley,Chicago State,1.30%,Expected
3426,1/23/2016,Vanderbilt,Kentucky,0.50%,Expected
3427,1/23/2016,Wake Forest,Miami (FL),26.20%,Expected
3428,1/23/2016,Weber State,Idaho State,0.10%,Expected
3429,1/23/2016,West Virginia,Texas Tech,1.10%,Expected
3430,1/23/2016,Western Kentucky,Charlotte,0.10%,Expected
3431,1/23/2016,Wofford,Furman,11.80%,Expected
3432,1/24/2016,Binghamton,Massachusetts-Lowell,33.70%,Expected
3433,1/24/2016,Bryn Athyn,Princeton,0.10%,Expected
3434,1/24/2016,Central Florida,Tulsa,1.40%,Expected
3435,1/24/2016,Cleveland State,Youngstown State,0.90%,Expected
3436,1/24/2016,Dayton,Fordham,7.30%,Expected
3437,1/24/2016,East Carolina,Memphis,34.80%,Expected
3438,1/24/2016,Evansville,Indiana State,0.10%,Expected
3439,1/24/2016,Florida Gulf Coast,Lipscomb,0.00%,Expected
3440,1/24/2016,Gardner-Webb,Radford,1.10%,Expected
3441,1/24/2016,Hartford,New Hampshire,8.50%,Expected
3442,1/24/2016,Holy Cross,Colgate,3.30%,Expected
3443,1/24/2016,Illinois-Chicago,Wright State,29.30%,Expected
3444,1/24/2016,Iona,Fairfield,0.90%,Expected
3445,1/24/2016,Jacksonville State,Morehead State,33.70%,Expected
3446,1/24/2016,Marist,Monmouth,53.80%,Upset
3447,1/24/2016,Marquette,St. John's (NY),1.00%,Expected
3448,1/24/2016,Maryland-Baltimore County,Vermont,21.50%,Expected
3449,1/24/2016,Mercer,Western Carolina,0.30%,Expected
3450,1/24/2016,Mount St. Mary's,Fairleigh Dickinson,32.20%,Expected
3451,1/24/2016,North Carolina,Virginia Tech,0.70%,Expected
3452,1/24/2016,North Carolina-Wilmington,Drexel,0.20%,Expected
3453,1/24/2016,North Florida,NJIT,6.80%,Expected
3454,1/24/2016,Providence,Villanova,33.40%,Expected
3455,1/24/2016,Purdue,Iowa,1.20%,Expected
3456,1/24/2016,Quinnipiac,Rider,0.60%,Expected
3457,1/24/2016,Sacred Heart,Wagner,84.00%,Upset
3458,1/24/2016,Saint Joseph's,La Salle,1.50%,Expected
3459,1/24/2016,Samford,North Carolina-Greensboro,0.40%,Expected
3460,1/24/2016,Siena,Canisius,18.40%,Expected
3461,1/24/2016,Southern California,Oregon State,0.10%,Expected
3462,1/24/2016,Southern Illinois,Missouri State,2.30%,Expected
3463,1/24/2016,Southern Methodist,Temple,0.00%,Expected
3464,1/24/2016,St. Bonaventure,Virginia Commonwealth,5.20%,Expected
3465,1/24/2016,Syracuse,Virginia,6.00%,Expected
3466,1/24/2016,Tennessee-Martin,Southeast Missouri State,0.10%,Expected
3467,1/24/2016,Tennessee State,Belmont,2.30%,Expected
3468,1/24/2016,Tulane,Cincinnati,5.70%,Expected
3469,1/24/2016,Utah,Washington,4.50%,Expected
3470,1/24/2016,Valparaiso,Northern Kentucky,3.30%,Expected
3471,1/24/2016,William & Mary,Hofstra,0.10%,Expected
3472,1/24/2016,Winthrop,Longwood,4.70%,Expected
3473,1/25/2016,Abilene Christian,Sam Houston State,1.80%,Expected
3474,1/25/2016,Alabama A&M,Southern,1.30%,Expected
3475,1/25/2016,Alabama State,Alcorn State,2.80%,Expected
3476,1/25/2016,Arkansas-Pine Bluff,Texas Southern,2.70%,Expected
3477,1/25/2016,Central Arkansas,New Orleans,3.90%,Expected
3478,1/25/2016,Davidson,Richmond,15.20%,Expected
3479,1/25/2016,Detroit Mercy,Green Bay,7.10%,Expected
3480,1/25/2016,Duke,Miami (FL),1.90%,Expected
3481,1/25/2016,Furman,Virginia Military Institute,3.30%,Expected
3482,1/25/2016,Georgia Southern,Appalachian State,4.10%,Expected
3483,1/25/2016,Hillsdale,Houston Baptist,25.20%,Expected
3484,1/25/2016,Incarnate Word,McNeese State,0.20%,Expected
3485,1/25/2016,Kansas,Iowa State,0.60%,Expected
3486,1/25/2016,Lafayette,Bucknell,14.40%,Expected
3487,1/25/2016,Lamar,Stephen F. Austin,1.00%,Expected
3488,1/25/2016,Maine,Stony Brook,24.90%,Expected
3489,1/25/2016,Mississippi Valley State,Prairie View,4.50%,Expected
3490,1/25/2016,North Carolina A&T,Delaware State,1.80%,Expected
3491,1/25/2016,Northwestern State,Nicholls State,11.90%,Expected
3492,1/25/2016,Oakland,Milwaukee,11.50%,Expected
3493,1/25/2016,Penn State,Ohio State,1.50%,Expected
3494,1/25/2016,Savannah State,Norfolk State,1.80%,Expected
3495,1/25/2016,South Carolina State,Hampton,15.90%,Expected
3496,1/26/2016,Ball State,Buffalo,0.50%,Expected
3497,1/26/2016,Bethune-Cookman,Howard,11.80%,Expected
3498,1/26/2016,Bowling Green State,Western Michigan,2.40%,Expected
3499,1/26/2016,Central Michigan,Miami (OH),5.80%,Expected
3500,1/26/2016,Creighton,Georgetown,1.70%,Expected
3501,1/26/2016,Drake,Illinois State,3.60%,Expected
3502,1/26/2016,Eastern Michigan,Kent State,1.20%,Expected
3503,1/26/2016,Florida,Vanderbilt,3.90%,Expected
3504,1/26/2016,Florida State,Boston College,1.00%,Expected
3505,1/26/2016,Georgia,Louisiana State,5.70%,Expected
3506,1/26/2016,Indiana,Wisconsin,0.30%,Expected
3507,1/26/2016,Kansas State,West Virginia,7.20%,Expected
3508,1/26/2016,La Salle,Duquesne,2.80%,Expected
3509,1/26/2016,Memphis,Central Florida,10.40%,Expected
3510,1/26/2016,Mississippi State,South Carolina,14.00%,Expected
3511,1/26/2016,Northern Illinois,Akron,1.10%,Expected
3512,1/26/2016,Ohio,Toledo,18.30%,Expected
3513,1/26/2016,San Diego State,Nevada,6.40%,Expected
3514,1/26/2016,Siena,Niagara,0.60%,Expected
3515,1/26/2016,South Alabama,Troy,13.90%,Expected
3516,1/26/2016,Southeastern Louisiana,Texas A&M-Corpus Christi,35.40%,Expected
3517,1/26/2016,Tennessee,Alabama,1.90%,Expected
3518,1/26/2016,Texas Christian,Texas,2.60%,Expected
3519,1/26/2016,Texas Tech,Oklahoma,3.00%,Expected
3520,1/26/2016,Virginia,Wake Forest,0.20%,Expected
3521,1/26/2016,Wyoming,Fresno State,4.70%,Expected
3522,1/26/2016,Xavier,Providence,5.60%,Expected
3523,1/27/2016,Air Force,New Mexico,1.00%,Expected
3524,1/27/2016,American,Navy,89.40%,Upset
3525,1/27/2016,Auburn,Mississippi,1.90%,Expected
3526,1/27/2016,Austin Peay,Morehead State,3.80%,Expected
3527,1/27/2016,Baylor,Oklahoma State,1.90%,Expected
3528,1/27/2016,Boise State,Nevada-Las Vegas,0.90%,Expected
3529,1/27/2016,Boston University,Army,40.30%,Upset
